from	to	score
PXDN	LEPR	0.000671
PXDN	CCN2	0.000675
PXDN	CD44	0.000694
PXDN	ACHE	0.000695
PXDN	CD34	0.000697
PXDN	ERBB2	0.000702
PXDN	FGF2	0.000707
PXDN	IL10	0.00072
PXDN	LEP	0.000742
PXDN	PECAM1	0.000743
PXDN	TH	0.000743
PXDN	MMP9	0.000755
PXDN	EGFR	0.000763
PXDN	BDNF	0.000773
PXDN	CTNNB1	0.00079
PXDN	TNF	8e-04
PXDN	IL1B	0.000812
PXDN	INS	0.000817
PXDN	IL6	0.000825
PXDN	EGF	0.000831
PXDN	FN1	0.000853
PXDN	AKT1	0.000876
PXDN	GAPDH	0.000924
PXDN	ALB	0.000938
PXDN	PXDNL	0.000981
HBZ	HPR	0.000425
HBZ	GYPB	0.000444
HBZ	ALB	0.000447
HBZ	CTNNB1	0.00045
HBZ	GYPA	0.000455
HBZ	ALAS2	0.000481
HBZ	SCN2A	0.000505
HBZ	BCL11A	0.000517
HBZ	ENSP00000496470	0.00059
HBZ	CYB5R3	0.000596
HBZ	NPRL3	0.000617
HBZ	GATA1	0.000627
HBZ	HBA1	0.000717
HBZ	AHSP	0.000729
HBZ	KLF1	0.00081
HBZ	HBM	0.000829
HBZ	HP	0.00085
HBZ	HBG2	0.00088
HBZ	HBD	0.00096
HBZ	HBG1	0.000978
HBZ	HBE1	0.000994
HBZ	HBB	0.000997
HIGD1B	LRRN4	0.000402
HIGD1B	CLEC3B	0.000403
HIGD1B	PDGFRB	0.000424
HIGD1B	MS4A15	0.000503
KRTAP9-8	KRT35	0.00042
KRTAP9-8	KRTAP19-1	0.000455
KRTAP9-8	KRTAP7-1	0.000514
KRTAP9-8	KRTAP3-3	0.000532
KRTAP9-8	KRTAP4-11	0.000578
KRTAP9-8	KRTAP19-3	0.000632
KRTAP9-8	KRT71	0.000634
KRTAP9-8	KRTAP4-12	0.000656
KRTAP9-8	KRTAP1-3	0.00073
KRTAP9-8	KRTAP3-2	0.000767
KRTAP9-8	KRTAP2-1	0.00077
KRTAP9-8	KRTAP4-7	0.000776
KRTAP9-8	KRTAP11-1	0.000784
KRTAP9-8	KRTAP4-8	0.000794
KRTAP9-8	KRTAP1-5	0.000801
KRTAP9-8	KRTAP4-5	0.000802
KRTAP9-8	KRTAP4-1	0.000832
KRTAP9-8	KRTAP4-4	0.000845
KRTAP9-8	KRTAP4-2	0.000846
KRTAP9-8	KRTAP9-9	0.000851
KRTAP9-8	KRTAP3-1	0.000872
KRTAP9-8	KRTAP9-3	0.000883
KRTAP9-8	KRTAP9-4	0.000909
KRTAP9-8	KRTAP17-1	0.000922
KRTAP9-8	KRTAP4-3	0.000998
PPP1R1B	TCAP	4e-04
PPP1R1B	CRHR1-2	4e-04
PPP1R1B	LRTOMT	0.000406
PPP1R1B	GRIA2	0.000407
PPP1R1B	CNR1	0.000417
PPP1R1B	INS	0.000418
PPP1R1B	CALML4	0.000418
PPP1R1B	CALML6	0.000418
PPP1R1B	CALML3	0.000418
PPP1R1B	CALML5	0.000423
PPP1R1B	GRIN1	0.000426
PPP1R1B	OPRM1	0.000431
PPP1R1B	CACNA1C	0.000439
PPP1R1B	GABBR2	0.000442
PPP1R1B	NPY	0.000452
PPP1R1B	NTRK2	0.000453
PPP1R1B	GYPE	0.000468
PPP1R1B	DLG4	0.000472
PPP1R1B	SST	0.000472
PPP1R1B	GRM5	0.000476
PPP1R1B	DRD3	0.000483
PPP1R1B	SYN1	0.000483
PPP1R1B	SLC17A6	0.00049
PPP1R1B	RSPO2	0.00052
PPP1R1B	COMT	0.00054
PPP1R1B	GRIN2B	0.000541
PPP1R1B	BDNF	0.000603
PPP1R1B	SLC6A3	0.000621
PPP1R1B	GRIA1	0.000625
PPP1R1B	TH	0.000669
PPP1R1B	ADORA2A	0.000691
PPP1R1B	GRIN2A	0.000706
PPP1R1B	PDYN	0.000741
PPP1R1B	DRD2	0.000764
PPP1R1B	DRD1	0.000841
C19orf57	F11	0.00061
SERPINF1	MMP9	0.000407
SERPINF1	C1R	0.000409
SERPINF1	SERPING1	0.000411
SERPINF1	F10	0.000423
SERPINF1	CFH	0.000427
SERPINF1	IGF1	0.000461
SERPINF1	CA1	0.000464
SERPINF1	THBS1	0.000471
SERPINF1	PDGFRB	0.000472
SERPINF1	CCN2	0.000474
SERPINF1	KNG1	0.000475
SERPINF1	SP7	0.000478
SERPINF1	F11	0.000479
SERPINF1	ANGPTL4	0.000484
SERPINF1	C1S	0.000485
SERPINF1	WNT1	0.000486
SERPINF1	CLEC3B	0.000487
SERPINF1	THBD	0.000493
SERPINF1	PGF	0.000494
SERPINF1	VEGFD	0.000494
SERPINF1	C2	0.000504
SERPINF1	KLK4	0.000514
SERPINF1	APP	0.000522
SERPINF1	F8	0.000523
SERPINF1	RPE65	0.000533
SERPINF1	VEGFC	0.00056
SERPINF1	FGA	0.000561
SERPINF1	IL1B	0.000564
SERPINF1	F7	0.000582
SERPINF1	CTRB1	0.000587
SERPINF1	VWF	0.000597
SERPINF1	C4A	0.000603
SERPINF1	ANGPT2	0.000604
SERPINF1	BMP1	0.000604
SERPINF1	FGF2	0.000625
SERPINF1	KLKB1	0.000631
SERPINF1	KDR	0.000636
SERPINF1	CLU	0.000658
SERPINF1	F3	0.000662
SERPINF1	VEGFB	0.000664
SERPINF1	PLAU	0.000665
SERPINF1	SERPINC1	0.000667
SERPINF1	COL18A1	0.000672
SERPINF1	F2	0.000804
SERPINF1	FN1	0.000846
SERPINF1	ALB	0.000849
SERPINF1	A2M	0.00088
SERPINF1	LRP5	0.000933
SERPINF1	LRP6	0.000941
SERPINF1	PLG	0.000995
SNAP25	S100B	0.000401
SNAP25	PLA2G4A	0.00041
SNAP25	ALB	0.00041
SNAP25	DRD3	0.000419
SNAP25	TH	0.000422
SNAP25	GRIA3	0.000427
SNAP25	COMT	0.000428
SNAP25	NPY	0.00043
SNAP25	HTR2C	0.00043
SNAP25	DTNA	0.000433
SNAP25	SLC12A5	0.000438
SNAP25	DLG2	0.000444
SNAP25	DRD1	0.000451
SNAP25	NRXN3	0.000455
SNAP25	CPE	0.000457
SNAP25	CACNA1H	0.000469
SNAP25	HTR2A	0.000472
SNAP25	CALML4	0.000477
SNAP25	CALML6	0.000477
SNAP25	SNCG	0.000481
SNAP25	CALML3	0.000483
SNAP25	CALML5	0.000483
SNAP25	SCN2A	0.000493
SNAP25	PKD2L1	0.000494
SNAP25	CHRNA4	0.000499
SNAP25	GRM5	0.000505
SNAP25	DRD2	0.000516
SNAP25	KRAS	0.000516
SNAP25	GRIP1	0.000522
SNAP25	EGFR	0.000523
SNAP25	SLC6A4	0.000524
SNAP25	GABRA1	0.000524
SNAP25	PICK1	0.000538
SNAP25	GRIN2A	0.000538
SNAP25	TNF	0.000546
SNAP25	GRIN1	0.000553
SNAP25	GRIN2B	0.000559
SNAP25	APP	0.000564
SNAP25	GPM6A	0.000567
SNAP25	GRIK4	0.000578
SNAP25	GAPDH	0.000581
SNAP25	SLC6A3	0.000588
SNAP25	BDNF	0.000588
SNAP25	GRIK1	0.000595
SNAP25	SLC1A2	0.000602
SNAP25	SLC6A1	0.000607
SNAP25	MAP2	0.000609
SNAP25	SST	0.000616
SNAP25	GRIA4	0.000635
SNAP25	SLC17A6	0.000641
SNAP25	PLCB2	0.000642
SNAP25	SLC17A8	0.000644
SNAP25	INS	0.000657
SNAP25	CAV3	0.000665
SNAP25	ADRA2A	0.000691
SNAP25	NTRK2	0.000691
SNAP25	GABRG2	0.000698
SNAP25	GRIA2	0.000707
SNAP25	HTR1B	0.00073
SNAP25	GRIA1	0.000731
SNAP25	CACNA1D	0.000736
SNAP25	SNCA	0.000779
SNAP25	CACNA1C	0.000782
SNAP25	DLG4	0.000853
SNAP25	CACNA1A	0.000875
SNAP25	CACNA1B	0.000884
SNAP25	SYN3	0.000892
SNAP25	SYN1	0.00097
SNAP25	PRRT2	0.000978
SNAP25	STXBP5	0.000998
CRP	IGKV1-33	4e-04
CRP	G6PD	4e-04
CRP	FGF18	4e-04
CRP	FGF5	4e-04
CRP	IGKV1D-33	4e-04
CRP	FGF17	4e-04
CRP	FGF16	4e-04
CRP	SERPINA10	0.000401
CRP	F11	0.000406
CRP	RPS6	0.00041
CRP	PLAU	0.000411
CRP	CFD	0.000413
CRP	EGF	0.000416
CRP	EGFR	0.000416
CRP	FGF2	0.000418
CRP	ITGA2B	0.000418
CRP	CRH	0.000418
CRP	SDC1	0.000418
CRP	LEPR	0.00042
CRP	FGF7	0.000422
CRP	APOA5	0.000423
CRP	COL18A1	0.000429
CRP	IRS1	0.000431
CRP	FABP1	0.000434
CRP	PECAM1	0.000434
CRP	MASP1	0.000437
CRP	SLC2A4	0.000438
CRP	FABP4	0.000443
CRP	PGF	0.000446
CRP	SCARB2	0.000448
CRP	FCN3	0.000449
CRP	GAPDH	0.00045
CRP	SERPINA12	0.000451
CRP	FGG	0.000462
CRP	PLA2G10	0.000462
CRP	PTX3	0.000465
CRP	CYP3A4	0.000473
CRP	CD36	0.000474
CRP	ANGPTL4	0.000476
CRP	PPARA	0.000479
CRP	AGTR1	0.000481
CRP	PRSS1	0.000487
CRP	ANGPT2	0.000488
CRP	SERPINF2	0.000496
CRP	HPX	0.000499
CRP	MTHFR	0.000506
CRP	SCARB1	0.000506
CRP	CD34	0.000506
CRP	LPL	0.000507
CRP	SERPING1	0.000507
CRP	S100B	0.000507
CRP	PLA2G2A	0.00051
CRP	APOA2	0.000516
CRP	MASP2	0.000519
CRP	HPR	0.00052
CRP	AKT1	0.00053
CRP	FABP2	0.000534
CRP	ITLN1	0.00054
CRP	BGLAP	0.00054
CRP	CFI	0.000541
CRP	AGER	0.000545
CRP	PXDNL	0.000551
CRP	F8	0.000552
CRP	ADAMTS13	0.000571
CRP	FGA	0.000576
CRP	PPARG	0.000578
CRP	S100A12	0.000581
CRP	GHRL	0.000593
CRP	POMC	0.000605
CRP	NOS3	0.000615
CRP	AVP	0.000616
CRP	A2M	0.000623
CRP	C9	0.000641
CRP	CLU	0.000642
CRP	FGF21	0.000653
CRP	TNNT2	0.000667
CRP	SFTPD	0.000677
CRP	APP	0.00068
CRP	LCN2	0.000682
CRP	RARRES2	0.000684
CRP	EDN1	0.000691
CRP	FGB	0.000698
CRP	F7	0.000704
CRP	AGT	0.000707
CRP	BDNF	0.00072
CRP	KNG1	0.000743
CRP	SAA4	0.000752
CRP	THBD	0.000753
CRP	C4BPA	0.00076
CRP	IGF1	0.00076
CRP	SERPINC1	0.000765
CRP	VWF	0.000772
CRP	VCAM1	0.000774
CRP	C4A	0.000787
CRP	ICAM1	0.000789
CRP	TNNI3	0.000791
CRP	RBP4	0.000797
CRP	MMP9	0.000806
CRP	PLG	0.000807
CRP	SAA2	0.000811
CRP	IL1A	0.000822
CRP	FCN2	0.000825
CRP	C1S	0.000835
CRP	SAA1	0.000854
CRP	C1R	0.000868
CRP	CXCL8	0.000874
CRP	ACE2	0.000876
CRP	IL10	0.000878
CRP	F3	0.000881
CRP	ADIPOQ	0.000882
CRP	IL1B	0.000886
CRP	ORM1	0.000887
CRP	INS	0.000891
CRP	FN1	0.000894
CRP	HP	0.000902
CRP	F2	0.000906
CRP	MBL2	0.000906
CRP	APCS	0.000907
CRP	LEP	0.000914
CRP	ALB	0.000928
CRP	TNF	0.000938
CRP	IL6	0.000968
CRP	CFH	0.000996
APCS	NID1	0.000405
APCS	F2	0.000427
APCS	FCN2	0.000429
APCS	SERPINA4	0.000433
APCS	C1R	0.000444
APCS	AGER	0.000447
APCS	IL1B	0.000459
APCS	CD44	0.000465
APCS	F10	0.000468
APCS	ITIH3	0.000471
APCS	ITIH2	0.000473
APCS	AGT	0.000478
APCS	C8A	0.000487
APCS	KNG1	0.000492
APCS	MMP9	0.000506
APCS	CLU	0.000507
APCS	FGG	0.000515
APCS	PLG	0.000529
APCS	A2M	0.000534
APCS	SPTA1	0.000535
APCS	MASP2	0.000536
APCS	C7	0.000542
APCS	HPX	0.000561
APCS	SNCA	0.000565
APCS	CD5L	0.000569
APCS	ORM1	0.000581
APCS	SAA4	0.000586
APCS	C1S	0.000599
APCS	INS	0.000604
APCS	HP	0.000604
APCS	SERPINC1	0.000611
APCS	FGB	0.000624
APCS	APOA2	0.00064
APCS	C4A	0.00065
APCS	IL6	0.000655
APCS	C9	0.000668
APCS	FCN3	0.000669
APCS	ALB	0.000671
APCS	C4BPA	0.000711
APCS	MBL2	0.000752
APCS	RBP4	0.000775
APCS	FGA	0.000791
APCS	APOA4	0.000836
APCS	SAA2	0.000841
APCS	APP	0.000856
APCS	FN1	0.000884
APCS	SAA1	0.000917
CHRM3	PMCH	0.000412
CHRM3	LPAR2	0.000412
CHRM3	FGFR3	0.000414
CHRM3	ADRA2A	0.000419
CHRM3	CRHR1-2	0.000426
CHRM3	CHRNB4	0.000442
CHRM3	CHRM2	0.000453
CHRM3	CHRNA5	0.000454
CHRM3	CHRNA2	0.000464
CHRM3	GRIN3A	0.000473
CHRM3	RIC8B	0.000479
CHRM3	CHRNA4	0.000483
CHRM3	HTR2C	0.000484
CHRM3	GRIK1	0.000503
CHRM3	CHRNB2	0.000522
CHRM3	PLCB3	0.000522
CHRM3	GRM8	0.00053
CHRM3	GRK2	0.000541
CHRM3	ARRB2	0.000548
CHRM3	PLCB2	0.000568
CHRM3	PLCB1	0.000607
CHRM3	GABRA1	0.00062
CHRM3	AGTR1	0.000649
CHRM3	AGT	0.000673
CHRM3	GNA14	0.00069
CHRM3	GNA15	0.000717
CHRM3	KNG1	0.000903
CHRM3	GNG12	0.00091
CHRM3	CHRM1	0.00091
CHRM3	GRM5	0.000929
CHRM3	CHRM5	0.000933
CHRM3	GNAQ	0.00095
SEC14L4	TSPAN16	0.000445
KRAS	ACVR1B	0.000401
KRAS	IL1A	0.000403
KRAS	GLI2	0.000404
KRAS	WNT3A	0.000409
KRAS	ADRB2	0.000409
KRAS	WNT5A	0.000417
KRAS	FOXO1	0.000422
KRAS	GLI3	0.000436
KRAS	AXIN2	0.000437
KRAS	SFTPC	0.000438
KRAS	FLT4	0.000442
KRAS	SCGB1A1	0.000446
KRAS	RSPO1	0.000446
KRAS	ABCG2	0.000447
KRAS	CD34	0.000447
KRAS	MSLN	0.000447
KRAS	INSR	0.000448
KRAS	RPS6	0.000448
KRAS	HNF4A	0.000448
KRAS	CXCL8	0.000448
KRAS	PECAM1	0.000452
KRAS	IL10	0.000459
KRAS	RPS18	0.000469
KRAS	CACNA1G	0.000473
KRAS	AXIN1	0.000482
KRAS	NOG	0.000485
KRAS	IL1B	0.000485
KRAS	DAG1	0.000512
KRAS	GRIN2D	0.000515
KRAS	DKK2	0.000517
KRAS	MMP9	0.000517
KRAS	WIF1	0.000517
KRAS	FLT1	0.000519
KRAS	FGB	0.000519
KRAS	KLB	0.00052
KRAS	CEBPA	0.000523
KRAS	ACTN2	0.000532
KRAS	FGG	0.000533
KRAS	SHH	0.000537
KRAS	INS	0.000541
KRAS	TTN	0.000544
KRAS	MUC5AC	0.000548
KRAS	GRIN2B	0.000549
KRAS	GRIN1	0.000551
KRAS	ALB	0.000559
KRAS	ITGA2B	0.000561
KRAS	PXDNL	0.000562
KRAS	UBA52	0.000563
KRAS	FGA	0.000568
KRAS	ANGPT1	0.000576
KRAS	LGR5	0.000578
KRAS	PTCH1	0.00058
KRAS	EPHA2	0.000588
KRAS	EPCAM	0.00059
KRAS	DLG4	0.000596
KRAS	BDNF	0.000596
KRAS	NKX2-1	0.000598
KRAS	ARRB2	0.000598
KRAS	ARRB1	0.00061
KRAS	DLG2	0.00061
KRAS	APC	0.000611
KRAS	VWF	0.000616
KRAS	ITGB3	0.000621
KRAS	CAMK2G	0.000623
KRAS	FGF1	0.000626
KRAS	RPS27A	0.000636
KRAS	GNG8	0.00065
KRAS	CD44	0.000654
KRAS	GNG10	0.000655
KRAS	DLG1	0.000658
KRAS	TEK	0.000663
KRAS	NTRK1	0.000663
KRAS	SPTA1	0.000669
KRAS	GNG12	0.000669
KRAS	RNF43	0.00067
KRAS	GNG4	0.000674
KRAS	FGF8	0.000682
KRAS	GAPDH	0.000682
KRAS	FGF5	0.000682
KRAS	FGF16	0.000688
KRAS	IRS1	0.000689
KRAS	FGF17	0.000692
KRAS	FGF7	0.000695
KRAS	IGF1	0.000698
KRAS	FGF9	7e-04
KRAS	NTRK2	0.000703
KRAS	FGF3	0.000703
KRAS	FGF10	0.000707
KRAS	FGF18	0.000713
KRAS	TNF	0.000717
KRAS	ITGB1	0.000726
KRAS	FN1	0.000728
KRAS	CSF1R	0.000755
KRAS	PPARG	0.000757
KRAS	TGFA	0.000762
KRAS	KDR	0.00078
KRAS	FGF2	0.00082
KRAS	IL6	0.000823
KRAS	EGF	0.000854
KRAS	ERBB4	0.000862
KRAS	CTNNB1	0.000885
KRAS	NOS1	0.000903
KRAS	AKT1	0.000904
KRAS	PIK3R6	0.000904
KRAS	ERBB3	0.000919
KRAS	PIK3R5	0.000921
KRAS	ICAM1	0.000931
KRAS	AGER	0.000944
KRAS	FGFR4	0.000948
KRAS	PDGFRB	0.000959
KRAS	GNAQ	0.00096
KRAS	ERBB2	0.000966
KRAS	IGF1R	0.000971
KRAS	FGFR3	0.000971
KRAS	FGFR2	0.000973
KRAS	KIT	0.000976
KRAS	PDGFRA	0.000978
KRAS	MET	0.000979
KRAS	FGFR1	0.000981
KRAS	EGFR	0.000997
KRAS	CALML5	0.000998
KRAS	CALML3	0.000998
KRAS	CALML6	0.000998
KRAS	CALML4	0.000998
FABP4	ADIPOR2	0.000402
FABP4	GDF5	0.000403
FABP4	ADIPOR1	0.000405
FABP4	LCN2	0.000405
FABP4	LPIN3	0.000413
FABP4	CFH	0.000414
FABP4	FOXO1	0.000414
FABP4	PDGFRA	0.000418
FABP4	ADH1B	0.000418
FABP4	SERPINA12	0.000427
FABP4	LEPR	0.000427
FABP4	AGPAT2	0.000428
FABP4	CTNNB1	0.000432
FABP4	GPD1	0.000439
FABP4	PXDNL	0.000441
FABP4	THRSP	0.00045
FABP4	CALML3	0.000452
FABP4	CALML6	0.000452
FABP4	CALML4	0.000452
FABP4	IGF1	0.000455
FABP4	ITLN1	0.000457
FABP4	CALML5	0.000459
FABP4	LPIN1	0.000461
FABP4	AGER	0.000466
FABP4	CD34	0.000471
FABP4	IRS1	0.000475
FABP4	ACAN	0.000479
FABP4	SP7	0.00048
FABP4	ALB	0.000483
FABP4	IL1B	0.000484
FABP4	EDNRB	0.000485
FABP4	GPAM	0.000488
FABP4	CPT1C	0.000497
FABP4	ENG	0.000498
FABP4	HP	5e-04
FABP4	PID1	0.000502
FABP4	ADRB3	0.000507
FABP4	AKT1	0.000512
FABP4	WNT10B	0.000513
FABP4	RARRES2	0.000517
FABP4	TNF	0.000517
FABP4	THBS1	0.000522
FABP4	FABP12	0.000525
FABP4	PECAM1	0.000526
FABP4	FGF21	0.00055
FABP4	NCOA2	0.000551
FABP4	UCP2	0.000551
FABP4	CXCL8	0.000563
FABP4	IL6	0.000584
FABP4	DGAT1	6e-04
FABP4	RBP4	0.000604
FABP4	GAPDH	0.000605
FABP4	RUNX2	0.000607
FABP4	BGLAP	0.00061
FABP4	FABP2	0.000621
FABP4	CFD	0.000656
FABP4	CIDEC	0.000678
FABP4	SLC2A4	0.000697
FABP4	CIDEA	0.00071
FABP4	ANGPTL4	0.000737
FABP4	INS	0.000739
FABP4	UCP1	0.000753
FABP4	PPARD	0.000753
FABP4	FABP5	0.000756
FABP4	RXRA	0.000789
FABP4	PPARA	0.000795
FABP4	SREBF1	0.000799
FABP4	LEP	0.000804
FABP4	PCK1	0.000805
FABP4	PPARGC1A	0.000818
FABP4	FABP6	0.000821
FABP4	SCARB1	0.000865
FABP4	SCARB2	0.000866
FABP4	FABP1	0.000904
FABP4	CEBPA	0.000914
FABP4	PLIN1	0.000927
FABP4	ADIPOQ	0.000942
FABP4	LPL	0.000965
FABP4	CD36	0.000969
FABP4	PPARG	0.000993
PEBP4	AKT1	0.000436
PEBP4	FRRS1L	0.000446
PEBP4	RPSA	0.000488
PEBP4	RPS16	0.000492
PEBP4	RPS5	0.000517
PEBP4	RPS29	0.00052
PEBP4	RPS14	0.000529
PEBP4	RPS23	0.000545
PEBP4	RPS18	0.000549
PEBP4	RPS13	0.000562
PEBP4	RPS2	0.000564
PEBP4	C16orf89	0.000575
PEBP4	RPS11	0.000575
PEBP4	RPS20	0.00061
PEBP4	RPS9	0.000618
PEBP4	MRPS11	0.000773
CHL1	APLP2	0.00041
CHL1	APP	0.000518
CHL1	ITGB1	0.000527
CHL1	NRP1	0.000949
CHL1	CNTN6	0.000984
GSTM5	CYP2C8	0.00069
GSTM5	CYP2B6	0.000701
GSTM5	ADH7	0.000706
GSTM5	CYP2C19	0.000707
GSTM5	ADH6	0.000712
GSTM5	ADH1C	0.000738
GSTM5	ADH1B	0.00075
GSTM5	GSTP1	0.000763
GSTM5	MGST1	0.00077
GSTM5	MGST2	0.000777
GSTM5	HPGDS	0.000778
GSTM5	MGST3	0.000783
GSTM5	GSTA2	0.000807
GSTM5	GSTA4	0.000807
GSTM5	GSTA1	0.000816
GSTM5	GSTA5	0.000817
GSTM5	GSTO2	0.000832
GSTM5	GSTO1	0.000844
GSTM5	GSTT2B	0.000866
GSTM5	GSTM1	0.00087
GSTM5	CYP2A6	0.000906
GSTM5	CYP2C9	0.000908
GSTM5	CYP3A4	0.000917
GSTM5	CYP1A2	0.000917
GSTM5	CYP1B1	0.00092
GSTM5	CYP2E1	0.000921
GSTM5	EPHX1	0.00093
GSTM5	GSTM4	0.000954
GSTM5	GSTM3	0.000957
PDGFRA	CAV3	0.000402
PDGFRA	CEBPA	0.000403
PDGFRA	DHH	0.000404
PDGFRA	LGR5	0.000411
PDGFRA	TNNT2	0.000411
PDGFRA	UCP1	0.000414
PDGFRA	NKX2-1	0.000415
PDGFRA	SCGB3A2	0.000417
PDGFRA	ALCAM	0.000418
PDGFRA	GLI3	0.000419
PDGFRA	WNT2	0.000419
PDGFRA	VWF	0.000423
PDGFRA	CCN2	0.000431
PDGFRA	TNF	0.000432
PDGFRA	LEPR	0.000434
PDGFRA	MMP9	0.000435
PDGFRA	BMP7	0.000439
PDGFRA	ITGA8	0.000443
PDGFRA	PXDNL	0.000446
PDGFRA	EPHA2	0.000446
PDGFRA	KIT	0.000449
PDGFRA	AXIN2	0.000452
PDGFRA	FLT1	0.000456
PDGFRA	PLIN1	0.00046
PDGFRA	ERBB3	0.00046
PDGFRA	GLI2	0.000463
PDGFRA	S100B	0.000468
PDGFRA	AKT1	0.000486
PDGFRA	ACVR1B	0.000495
PDGFRA	ALB	0.000496
PDGFRA	PTCH1	0.000507
PDGFRA	NTRK2	0.000508
PDGFRA	WNT5A	0.000515
PDGFRA	EPCAM	0.00052
PDGFRA	GNAQ	0.000527
PDGFRA	FGFR2	0.000529
PDGFRA	FOXO1	0.00053
PDGFRA	GYPC	0.000534
PDGFRA	IGF1R	0.00054
PDGFRA	ICAM1	0.000541
PDGFRA	NKX2-5	0.000546
PDGFRA	GAPDH	0.00055
PDGFRA	CDH5	0.000552
PDGFRA	EDN1	0.000558
PDGFRA	ITGB1	0.00056
PDGFRA	CXCL8	0.000564
PDGFRA	TCF21	0.000566
PDGFRA	FN1	0.00057
PDGFRA	NRP2	0.000574
PDGFRA	NRP1	0.000582
PDGFRA	PPARG	0.000595
PDGFRA	PDPN	0.000608
PDGFRA	SHH	0.000617
PDGFRA	IL1B	0.000624
PDGFRA	VCAM1	0.000624
PDGFRA	PLCB3	0.000655
PDGFRA	PLCB2	0.000655
PDGFRA	NEDD4	0.000659
PDGFRA	CD44	0.000662
PDGFRA	PLCB1	0.000664
PDGFRA	ITGB3	0.000683
PDGFRA	FGFR1	0.000715
PDGFRA	PECAM1	0.00073
PDGFRA	IRS1	0.000731
PDGFRA	LEP	0.000736
PDGFRA	ANGPT4	0.000737
PDGFRA	ENG	0.000743
PDGFRA	CD34	0.000744
PDGFRA	CTNNB1	0.000756
PDGFRA	TGFA	0.000764
PDGFRA	FGF21	0.000767
PDGFRA	ERBB2	0.000768
PDGFRA	IL10	0.000776
PDGFRA	FGF13	0.000805
PDGFRA	ANGPT1	0.000815
PDGFRA	IL6	0.000817
PDGFRA	FGF1	0.000819
PDGFRA	PGF	0.000848
PDGFRA	FGF17	0.000848
PDGFRA	FGF16	0.000855
PDGFRA	FGF3	0.000856
PDGFRA	FGF8	0.000857
PDGFRA	FGF18	0.000858
PDGFRA	BDNF	0.00086
PDGFRA	VEGFD	0.000861
PDGFRA	ANGPT2	0.000864
PDGFRA	FGF9	0.000865
PDGFRA	VEGFB	0.000869
PDGFRA	VEGFC	0.000873
PDGFRA	FGF10	0.00088
PDGFRA	FGF7	0.000886
PDGFRA	IGF1	0.000889
PDGFRA	FGF5	0.000904
PDGFRA	INS	0.000949
PDGFRA	FGF2	0.000982
PDGFRA	EGFR	0.000986
PDGFRA	EGF	0.000987
PDGFRA	PDGFRB	0.000989
ADAMTS8	CD36	0.000433
ADAMTS8	SCARB1	0.000439
ADAMTS8	SCARB2	0.000441
ADAMTS8	BCAN	0.000623
ADAMTS8	ACAN	0.000672
ADAMTS8	COL18A1	0.000789
KLB	ADAM10	0.000461
KLB	ADH1B	0.000477
KLB	PPARG	0.000494
KLB	UBA52	0.000499
KLB	PPARGC1A	0.000516
KLB	RPS27A	0.000535
KLB	FABP6	0.00055
KLB	LEP	0.00056
KLB	FGF2	0.00059
KLB	UCP1	0.000594
KLB	ADIPOQ	0.000601
KLB	INS	0.000619
KLB	FGF1	0.000689
KLB	PPARA	0.000718
KLB	CYP7A1	0.000853
KLB	IGHV3-43D	9e-04
KLB	FGF3	0.000903
KLB	FGF10	0.000903
KLB	FGF7	0.000903
KLB	FGF5	0.000903
KLB	FGF8	0.000903
KLB	FGF17	0.000903
KLB	FGFR3	0.000905
KLB	FGF16	0.000905
KLB	FGF9	0.000905
KLB	FGF18	0.000909
KLB	FGFR2	0.000938
KLB	FGFR4	0.000999
KLB	FGF21	0.000999
KLB	FGFR1	0.000999
APC	ZNRF3	4e-04
APC	DKK2	0.000401
APC	WNT7A	0.000404
APC	EGFR	0.000418
APC	WIF1	0.000426
APC	GSTM1	0.000439
APC	WNT5A	0.000458
APC	AKT1	0.000472
APC	RSPO1	0.000477
APC	PLA2G1B	0.000485
APC	UBA52	0.000499
APC	RPS27A	0.000505
APC	DKK1	0.000507
APC	LGR5	0.00054
APC	PLA2G2A	0.000542
APC	DLG4	0.000552
APC	CDH5	0.000577
APC	RNF43	0.000602
APC	WNT8B	0.00061
APC	WNT8A	0.000612
APC	WNT2	0.000682
APC	FZD1	0.000714
APC	WNT1	0.00076
APC	DLG1	0.000779
APC	HNF4A	0.000785
APC	WNT3A	0.000795
APC	LEF1	0.000848
APC	LRP6	0.000877
APC	LRP5	0.000903
APC	DVL1	0.000989
APC	AXIN1	0.000999
APC	CTNNB1	0.000999
APC	AXIN2	0.000999
ADAM19	HHIP	0.000418
ADAM19	WIF1	0.00042
ADAM19	PID1	0.00042
ADAM19	A2M	0.000441
ADAM19	FAM13A	0.000523
ADAM19	ADAM10	0.000566
ADAM19	ITGB5	0.000575
ADAM19	GSTCD	0.000584
BCO1	FABP6	0.000416
BCO1	STRA6	0.000599
BCO1	LRAT	0.000744
BCO1	RBP4	0.00075
BCO1	SCARB1	0.000797
BCO1	ADH6	0.000907
BCO1	ADH1C	0.000912
BCO1	ADH1B	0.000915
BCO1	ADH7	0.000917
BCO1	AOX1	0.000927
BCO1	ALDH1A3	0.00095
HTR2B	GHRL	4e-04
HTR2B	IGF1	0.000402
HTR2B	FGFR1	0.000402
HTR2B	CNTNAP2	0.000403
HTR2B	HTR3E	0.00041
